,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100
橋本美歩,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0
中谷カイト,0,3,0,0,1,1,0,2,0,0,1,0,1,2,0,0,1,0,0,0,0,1,1,3,3,2,2,1,1,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,1,0,2,1,0,2,2,0,0
中谷友香,1,0,0,0,0,0,0,0,1,1,0,2,0,0,2,1,0,0,1,3,1,1,0,0,3,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,3,2,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
中島志穂,1,0,0,1,0,2,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,2,2,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0
中野千夏,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,5,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
中里優奈,0,0,0,0,0,0,0,0,0,5,0,2,0,0,1,0,0,4,1,0,0,0,2,1,0,2,3,0,0,1,1,1,1,2,1,0,0,0,1,3,1,0,0,0,0,2,2,4,0,2,1,0,2,0,0,0,1,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,2,3,2,1,2,0,2,0,1,0,0,1,0,0,6,0,0,0
中澤美亜,0,1,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,2,0,1,1,0,1,0,1,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,2,2,0,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,1,0,2,0,1,1,2,1,0,1,0,1,0,3
仲山うさぎ,1,1,0,2,1,1,2,3,1,2,1,1,0,2,0,2,0,0,0,0,0,0,0,0,3,0,1,0,2,2,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,2,0,1,0,0,2,2,1,0,2,0,0,0,2,0,0,0,2,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0
仲西さやか,0,0,1,0,0,0,1,2,0,1,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
仲村梨沙,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,2,0,0,0,1,1,2,0,0,1,1,0,0,0,1,0,1,3,1,1,0,3,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0
仲本みなみ,0,0,0,1,0,1,1,0,0,1,0,0,0,3,2,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,2,1,3,0,0,0,1,1,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
朝岡実嶺,0,1,0,0,0,1,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,0,1,0,1,0,0,2,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,2,0,0,2,0,0,1,0
安藤恵理香,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,0,3,0,1,2,1,3,1,0,0,3,1,3,0,0,0,0
朝丘南,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,2,1,2,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,2,0,0,1,0,0,2,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
朝香えみ,1,0,1,2,0,2,1,1,2,0,1,0,0,1,0,2,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,1,2,0,0,2,2,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,1,1,4,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0
朝香詩織,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
朝吹ケイト,0,0,1,1,0,1,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,2,4,0,0,1,0,1,0,0,5,2,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,2,0,0,1,0,1,0,3,0,2,3,0,0,2,1,0,1,0,0,1,1,0,0,0,1,3,0,0,0,0
朝倉しほ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,4,3,0,0,2,1,0,1,0,3,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0
朝倉まりあ,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
古都ひかる,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,1,0,0,1,0,0,0,0,2,0,1,0,2,5,0,0,0,0,1,3,0,0,1,0,1,1,1,1,0,0,1,0,2,0,2,2,1,4,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,2,0
朝倉麗,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,4,1,0,4,1,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,0
朝比奈りり子,1,0,0,1,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
朝美ひかる,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
宮崎まゆみ,1,0,0,2,0,1,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
朝霧唯,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
潮ゆかり,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,2,1,0,0,0,2,3,0,2,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
長月亜美,2,1,0,2,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,5,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,2,0,2,0,0
長崎美沙,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
長瀬かな,2,1,1,0,0,4,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,1,2,1,0,1,1,0,2,2,1,1,0,0,0,3,1,0,0,1,0,1,2,0,0,0,0,0,0
長瀬愛,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,2,0,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,2,0,2,0,0,2,0,0,0,0,0,1,0,0,1,3,1,0,2,1,0,1,0,1,0,3,2,0,0,1,0,2,0,0,1,0,0,0,0,2,0,0,0,0,2,3,1,0,0,0,2,1,1,0,0,0,1,0,1,1,1,0,0,0
長沢安奈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
長谷川愛子,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
長谷川瞳,2,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,3,4,4,2,0,3,2,0,0,3,0,1,0,1,2,0,0,0,0,1,0,0,1,1,3,0,0,0,0,2,0,0,0,1,1,2,1,0,1,0,1,3,0,0,0,3,0,1,2,0,0,3,0,1,0,2,0,1,0,2,1,1,0,0,2,0,0,1,0,0,2,0,3,4,0,4,1,1,1,0
長谷川由美,0,0,0,2,0,2,0,0,0,0,0,1,1,2,0,2,0,1,0,0,0,0,1,2,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,2,2,0,1,1,0,0,0,1,0,0,1
長谷川留美子,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0
長谷川瑠花,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
長島歩実,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,1,0,2,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,3,0,0,1,3,0,0,0,1,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
瀬戸準,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1,1,0,2
長島隆子,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,3,2,3,0,0,1,1,0,0,0,5,0,0,0,1,1,3,0,1,0,0,0,0,2,0,2,0,0,1,1,0,2,0,0,0,0,0,1,0,0,2
長峰ルミ,1,0,2,1,2,1,0,0,0,0,0,2,1,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,2,1,0,0,0,0,2,1,2,0,0,0,0,2,0,1,0,0,0,1,0,2,0,0,2,0,0,0,0
長野あずさ,0,0,0,1,1,0,0,0,2,0,0,1,0,2,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,3,2,1,1,1,1,0,0,0,0,0,0,2,1,0,0,1,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,3,0,0,0,0,0,1,0,1,1,0,0
津島真奈,0,1,4,1,1,2,1,1,0,1,0,0,1,2,4,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,4,0,3,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0,1,0,1,0,1,0,2,0,2,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,2,0,1
津野田薫,0,0,0,2,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,3,1,0,0,0,0,2,0,0,0,0,2,0,4,1,0,0,0,0,2,0,0,0,0,0,0,2,1,4,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,1,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
椎名あすか,0,1,0,0,1,1,2,1,1,1,2,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,2,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,1,1,3,1,1,1,0,0,0
椎名あゆみ,1,2,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,3,2,0,3,2,2,0,0,1,2,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2,0,2,0,2,0,0,0,0,1,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,4,0,1,2,3,0,0,3,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0
椎名エリ,0,0,2,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,1,0,0,2,0,0,2,2,2,0,0,0,0,0,0,2,2,0,1,2,2,0,1,0,0,2,0,1,1,1,0,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
椎名くらら,3,0,2,1,2,0,0,0,1,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0
椎名このみ,0,0,0,2,2,4,2,1,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,2,3,1,0,4,1,3,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,0,0,0,4,1,1,0,0,0,1,1,2,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,1,3,0,0,3
椎名みずき,0,1,0,0,0,0,0,1,0,0,2,0,1,1,1,0,2,5,0,0,0,1,1,1,2,0,6,0,1,3,0,0,3,0,0,2,0,0,2,0,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,4,2,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
椎名みなみ,1,1,1,0,0,0,0,0,0,3,1,1,0,1,1,1,1,0,1,0,0,1,2,1,2,0,0,1,0,2,0,0,2,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,2,2,1,2,0,2,0,2,1,0,1,0,0,0,2,2,0,2,0,0,1,0,1,0,1,3,1,0,1,1,2,4,0,0,2,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0
椎名るい,0,4,3,1,2,1,0,3,1,1,0,3,4,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,3,0,0,0,0,2,3,0,0,2,1,1,0,0,1,1,2,1,1,0,0,0,0,1,1,0,0,1,2,1,0,0,0,2,0,2,0,0,1,0,3,1,0,1,2,0,1,0,0,1,2,0,0,1,2,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0
椎名沙紀,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,3,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,1,0,4,1,1,1,0,1,0,1,3,1,1,1,2,1,0,1,1,4,0,0
椎名純,0,0,2,1,1,2,3,0,2,2,1,1,1,1,1,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,2,0,0,0,3,2,0,0,0,0,0,0,4,3,1,0,1,0,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,2,0,0,0,4,2,4,0,2,1,1,1,1,2,2,1,6,0,1,0,1,0,2,0,1,0,0,0,0,0
椎名真希,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
椎名陽世,0,2,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,4,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,1,0,3,0,0,0,1,0,0,0,0
槌谷すず,1,2,1,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,2,3,1,0,1,1,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,1,0,3,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,1,1,0,0
鶴田真衣,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2,0,0,3,0,1,0,0,0,0,4,1,0,0,1,0,0,0,2,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,2,2,0,0,1,3,0,0,0,1,2,0,1,1,2,3,1,0,1,0,0,4,1,0,0
堤あき,1,2,0,1,1,1,0,0,0,0,2,0,1,1,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,1,0,1,0,2,1,2,1,0,0,2,1,5,0,0,2,0,0,0
堤さやか,0,1,1,0,2,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,1,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,4,1,1,1,0,1,2,2,1,1,1,0,0,1,0,0,2,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
江上季美子,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
天羽美砂,0,1,3,2,2,0,1,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,3,0,0,1,1,2,0,0,1,0,0,1,2,2,0,1,1,1,1,0,0,4,0,0,4,0,0,2,1,1,1,0,3,0,0,2,1,1,0,1,1,0,1,2,2,1,2,1,0,1,0,0,0,0
天野こころ,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,2,0,1,4,0,0,0,0,2,0,0,5,0,2,0,2,0,0,1,7,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,3,0
平山朝香,2,0,3,2,0,2,1,1,0,4,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,2,1,1,1,2,5,3,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0
天野未来,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
天野理穂,0,0,0,0,2,0,1,3,0,0,1,0,0,0,2,1,0,4,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,2,0,1,1,0,1,0,0,0,0,1,1,0,1,1,2,0,0,0,1,0,0,0,2,0,3,1,0,0,1,2,1,0
田丸愛,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0
